time,gFx,gFy,gFz,gFTotal
28.987,-0.050,-0.038,-0.994,0.996
28.997,-0.050,-0.039,-0.993,0.995
29.008,-0.050,-0.038,-0.993,0.995
29.017,-0.049,-0.037,-0.994,0.996
29.027,-0.050,-0.039,-0.993,0.995
29.037,-0.050,-0.038,-0.993,0.995
29.047,-0.049,-0.039,-0.995,0.997
29.057,-0.050,-0.039,-0.995,0.997
29.067,-0.048,-0.037,-0.992,0.993
29.077,-0.048,-0.039,-0.993,0.995
29.087,-0.048,-0.037,-0.993,0.995
29.097,-0.048,-0.038,-0.996,0.997
29.107,-0.049,-0.039,-0.992,0.994
29.117,-0.048,-0.039,-0.996,0.997
29.127,-0.049,-0.039,-0.990,0.992
29.137,-0.050,-0.039,-0.995,0.997
29.147,-0.049,-0.039,-0.993,0.995
29.157,-0.050,-0.037,-0.996,0.998
29.167,-0.051,-0.039,-0.994,0.996
29.177,-0.049,-0.039,-0.993,0.995
29.187,-0.051,-0.038,-0.993,0.995
29.197,-0.051,-0.038,-0.993,0.995
29.207,-0.051,-0.040,-0.995,0.997
29.217,-0.050,-0.039,-0.997,0.999
29.227,-0.051,-0.039,-0.995,0.997
29.237,-0.050,-0.039,-0.994,0.996
29.247,-0.050,-0.038,-0.992,0.994
29.257,-0.049,-0.039,-0.993,0.995
29.267,-0.048,-0.038,-0.993,0.995
29.277,-0.048,-0.038,-0.994,0.996
29.287,-0.048,-0.038,-0.994,0.996
29.297,-0.048,-0.039,-0.995,0.997
29.307,-0.047,-0.038,-0.993,0.994
29.317,-0.047,-0.037,-0.993,0.995
29.327,-0.049,-0.039,-0.993,0.995
29.336,-0.050,-0.039,-0.994,0.996
29.346,-0.048,-0.038,-0.995,0.997
29.356,-0.049,-0.038,-0.993,0.995
29.367,-0.049,-0.037,-0.993,0.995
29.377,-0.051,-0.038,-0.992,0.994
29.386,-0.049,-0.037,-0.993,0.995
29.396,-0.050,-0.039,-0.995,0.997
29.406,-0.052,-0.039,-0.994,0.996
29.416,-0.050,-0.038,-0.995,0.997
29.426,-0.052,-0.038,-0.993,0.995
29.436,-0.051,-0.039,-0.991,0.993
29.446,-0.051,-0.038,-0.991,0.993
29.456,-0.050,-0.037,-0.992,0.994
29.466,-0.049,-0.038,-0.994,0.996
29.476,-0.049,-0.037,-0.995,0.997
29.486,-0.049,-0.040,-0.993,0.995
29.496,-0.048,-0.038,-0.992,0.994
29.506,-0.048,-0.039,-0.995,0.996
29.516,-0.047,-0.040,-0.993,0.995
29.526,-0.047,-0.038,-0.993,0.995
29.536,-0.048,-0.037,-0.993,0.995
29.546,-0.047,-0.039,-0.992,0.994
29.556,-0.048,-0.037,-0.993,0.995
29.566,-0.048,-0.038,-0.994,0.996
29.576,-0.049,-0.040,-0.993,0.995
29.586,-0.050,-0.039,-0.993,0.995
29.596,-0.053,-0.040,-0.995,0.997
29.606,-0.051,-0.039,-0.992,0.994
29.616,-0.052,-0.039,-0.993,0.995
29.626,-0.053,-0.037,-0.994,0.996
29.636,-0.052,-0.036,-0.992,0.994
29.646,-0.051,-0.035,-0.994,0.995
29.656,-0.049,-0.036,-0.996,0.998
29.666,-0.047,-0.038,-0.995,0.997
29.676,-0.047,-0.039,-0.994,0.996
29.686,-0.046,-0.040,-0.992,0.994
29.696,-0.047,-0.041,-0.992,0.994
29.706,-0.047,-0.040,-0.993,0.995
29.716,-0.048,-0.041,-0.993,0.995
29.726,-0.048,-0.039,-0.994,0.996
29.736,-0.047,-0.037,-0.992,0.994
29.746,-0.048,-0.035,-0.997,0.999
29.756,-0.046,-0.035,-0.995,0.997
29.766,-0.047,-0.034,-0.994,0.996
29.776,-0.050,-0.037,-0.994,0.996
29.786,-0.050,-0.038,-0.995,0.997
29.796,-0.051,-0.040,-0.991,0.994
29.806,-0.051,-0.041,-0.993,0.995
29.816,-0.051,-0.042,-0.994,0.996
29.826,-0.053,-0.043,-0.994,0.996
29.836,-0.052,-0.039,-0.992,0.995
29.846,-0.052,-0.038,-0.993,0.995
29.856,-0.051,-0.036,-0.994,0.996
29.866,-0.050,-0.036,-0.995,0.997
29.876,-0.051,-0.036,-0.995,0.997
29.886,-0.050,-0.038,-0.993,0.995
29.896,-0.049,-0.040,-0.994,0.996
29.906,-0.049,-0.040,-0.993,0.995
29.916,-0.049,-0.041,-0.993,0.995
29.926,-0.048,-0.040,-0.993,0.995
29.936,-0.047,-0.040,-0.994,0.996
29.946,-0.046,-0.038,-0.993,0.995
29.956,-0.047,-0.038,-0.991,0.993
29.966,-0.048,-0.037,-0.993,0.995
29.976,-0.048,-0.037,-0.995,0.996
29.986,-0.049,-0.038,-0.996,0.998
29.996,-0.050,-0.039,-0.992,0.994
30.006,-0.052,-0.039,-0.990,0.993
30.016,-0.052,-0.038,-0.992,0.995
30.026,-0.051,-0.038,-0.994,0.996
30.036,-0.051,-0.037,-0.993,0.995
30.046,-0.051,-0.039,-0.994,0.996
30.056,-0.051,-0.039,-0.994,0.996
30.066,-0.051,-0.038,-0.993,0.995
30.076,-0.051,-0.039,-0.993,0.995
30.085,-0.049,-0.037,-0.995,0.997
30.095,-0.050,-0.039,-0.994,0.996
30.105,-0.049,-0.040,-0.992,0.994
30.115,-0.050,-0.038,-0.993,0.995
30.125,-0.049,-0.038,-0.992,0.994
30.135,-0.049,-0.037,-0.995,0.997
30.145,-0.048,-0.037,-0.995,0.997
30.155,-0.048,-0.036,-0.995,0.996
30.165,-0.049,-0.037,-0.993,0.995
30.175,-0.049,-0.039,-0.994,0.996
30.185,-0.048,-0.041,-0.990,0.992
30.195,-0.049,-0.040,-0.995,0.997
30.205,-0.048,-0.041,-0.990,0.992
30.215,-0.050,-0.040,-0.995,0.997
30.225,-0.050,-0.038,-0.994,0.996
30.235,-0.049,-0.036,-0.991,0.993
30.245,-0.050,-0.037,-0.990,0.992
30.255,-0.050,-0.038,-0.993,0.995
30.265,-0.050,-0.039,-0.998,1.000
30.275,-0.050,-0.040,-0.998,1.000
30.285,-0.051,-0.041,-0.995,0.997
30.295,-0.051,-0.040,-0.991,0.993
30.305,-0.052,-0.039,-0.991,0.993
30.315,-0.050,-0.039,-0.989,0.991
30.325,-0.049,-0.039,-0.992,0.994
30.335,-0.049,-0.037,-0.997,0.998
30.345,-0.047,-0.036,-0.998,0.999
30.355,-0.048,-0.036,-0.995,0.997
30.365,-0.049,-0.037,-0.994,0.996
30.375,-0.049,-0.040,-0.990,0.992
30.385,-0.049,-0.040,-0.988,0.990
30.395,-0.049,-0.039,-0.991,0.993
30.405,-0.049,-0.038,-0.995,0.997
30.415,-0.048,-0.037,-0.998,0.999
30.425,-0.049,-0.037,-0.999,1.000
30.435,-0.048,-0.039,-0.995,0.997
30.445,-0.049,-0.036,-0.994,0.996
30.455,-0.049,-0.037,-0.991,0.993
30.465,-0.050,-0.039,-0.990,0.992
30.475,-0.052,-0.039,-0.995,0.997
30.485,-0.051,-0.040,-0.995,0.997
30.495,-0.053,-0.040,-0.996,0.998
30.505,-0.052,-0.039,-0.994,0.996
30.515,-0.052,-0.037,-0.991,0.993
30.525,-0.049,-0.036,-0.993,0.995
30.535,-0.048,-0.036,-0.992,0.994
30.545,-0.050,-0.038,-0.993,0.995
30.555,-0.050,-0.037,-0.994,0.996
30.565,-0.050,-0.039,-0.996,0.998
30.575,-0.050,-0.041,-0.995,0.998
30.585,-0.049,-0.040,-0.994,0.996
30.595,-0.048,-0.040,-0.993,0.995
30.605,-0.047,-0.039,-0.994,0.996
30.615,-0.048,-0.037,-0.992,0.994
30.625,-0.048,-0.036,-0.992,0.993
30.635,-0.049,-0.037,-0.993,0.995
30.645,-0.049,-0.036,-0.992,0.994
30.655,-0.048,-0.037,-0.994,0.996
30.665,-0.050,-0.039,-0.992,0.994
30.675,-0.052,-0.039,-0.994,0.996
30.685,-0.050,-0.039,-0.993,0.995
30.695,-0.050,-0.040,-0.993,0.995
30.705,-0.052,-0.039,-0.994,0.996
30.715,-0.050,-0.038,-0.994,0.996
30.725,-0.049,-0.037,-0.992,0.993
30.735,-0.050,-0.036,-0.992,0.994
30.745,-0.050,-0.038,-0.992,0.994
30.755,-0.049,-0.039,-0.994,0.996
30.765,-0.051,-0.039,-0.994,0.996
30.775,-0.049,-0.039,-0.995,0.997
30.785,-0.050,-0.039,-0.994,0.996
30.795,-0.050,-0.037,-0.992,0.994
30.805,-0.048,-0.037,-0.993,0.995
30.814,-0.047,-0.037,-0.992,0.994
30.824,-0.048,-0.036,-0.994,0.996
30.834,-0.048,-0.037,-0.995,0.997
30.844,-0.048,-0.039,-0.994,0.996
30.854,-0.049,-0.039,-0.995,0.997
30.865,-0.049,-0.040,-0.994,0.996
30.874,-0.050,-0.041,-0.993,0.995
30.884,-0.049,-0.040,-0.992,0.994
30.894,-0.050,-0.040,-0.992,0.994
30.904,-0.050,-0.039,-0.992,0.994
30.914,-0.050,-0.037,-0.994,0.996
30.924,-0.050,-0.038,-0.995,0.997
30.934,-0.051,-0.038,-0.992,0.994
30.944,-0.051,-0.037,-0.996,0.998
30.954,-0.050,-0.039,-0.993,0.995
30.964,-0.050,-0.040,-0.993,0.995
30.974,-0.050,-0.038,-0.995,0.997
30.984,-0.048,-0.039,-0.993,0.994
30.994,-0.049,-0.040,-0.994,0.996
31.004,-0.049,-0.037,-0.995,0.997
31.014,-0.048,-0.038,-0.992,0.994
31.024,-0.049,-0.039,-0.991,0.993
31.034,-0.048,-0.038,-0.994,0.996
31.044,-0.048,-0.039,-0.995,0.997
31.054,-0.050,-0.039,-0.996,0.998
31.064,-0.049,-0.039,-0.996,0.998
31.075,-0.049,-0.038,-0.993,0.995
31.084,-0.050,-0.036,-0.991,0.993
31.094,-0.049,-0.038,-0.991,0.993
31.104,-0.049,-0.037,-0.993,0.994
31.114,-0.050,-0.038,-0.993,0.995
31.124,-0.049,-0.039,-0.993,0.995
31.134,-0.048,-0.038,-0.995,0.997
31.144,-0.049,-0.039,-0.995,0.997
31.154,-0.050,-0.041,-0.994,0.996
31.164,-0.049,-0.040,-0.993,0.995
31.174,-0.050,-0.039,-0.992,0.994
31.184,-0.051,-0.038,-0.993,0.995
31.194,-0.050,-0.037,-0.993,0.995
31.204,-0.049,-0.037,-0.992,0.994
31.214,-0.049,-0.037,-0.994,0.996
31.224,-0.049,-0.036,-0.995,0.997
31.234,-0.048,-0.038,-0.994,0.996
31.244,-0.048,-0.038,-0.995,0.997
31.254,-0.047,-0.038,-0.993,0.995
31.264,-0.047,-0.038,-0.994,0.996
31.274,-0.047,-0.040,-0.994,0.996
31.284,-0.048,-0.039,-0.994,0.995
31.294,-0.047,-0.038,-0.993,0.995
31.304,-0.048,-0.039,-0.992,0.994
31.314,-0.049,-0.038,-0.992,0.994
31.324,-0.049,-0.038,-0.994,0.996
31.334,-0.049,-0.038,-0.992,0.994
31.344,-0.050,-0.037,-0.994,0.996
31.354,-0.050,-0.037,-0.994,0.996
31.364,-0.051,-0.039,-0.994,0.996
31.374,-0.052,-0.039,-0.995,0.997
31.384,-0.052,-0.040,-0.993,0.995
31.394,-0.051,-0.040,-0.994,0.996
31.404,-0.051,-0.038,-0.994,0.996
31.414,-0.053,-0.039,-0.993,0.995
31.424,-0.052,-0.039,-0.993,0.995
31.434,-0.052,-0.039,-0.993,0.995
31.444,-0.051,-0.039,-0.994,0.996
31.454,-0.051,-0.038,-0.994,0.996
31.464,-0.049,-0.037,-0.993,0.995
31.474,-0.049,-0.037,-0.993,0.995
31.484,-0.048,-0.037,-0.993,0.995
31.494,-0.046,-0.036,-0.994,0.995
31.504,-0.045,-0.037,-0.994,0.996
31.514,-0.045,-0.037,-0.992,0.994
31.524,-0.045,-0.038,-0.993,0.995
31.534,-0.047,-0.040,-0.996,0.998
31.543,-0.047,-0.041,-0.994,0.996
31.553,-0.049,-0.039,-0.994,0.996
31.563,-0.050,-0.038,-0.992,0.994
31.573,-0.051,-0.039,-0.992,0.994
31.583,-0.051,-0.038,-0.992,0.994
31.593,-0.053,-0.038,-0.994,0.996
31.603,-0.053,-0.038,-0.993,0.995
31.613,-0.052,-0.037,-0.995,0.998
31.623,-0.053,-0.037,-0.994,0.996
31.633,-0.053,-0.038,-0.993,0.995
31.643,-0.051,-0.039,-0.992,0.994
31.653,-0.050,-0.039,-0.993,0.995
31.663,-0.050,-0.039,-0.992,0.994
31.673,-0.050,-0.038,-0.993,0.995
31.683,-0.048,-0.041,-0.993,0.995
31.693,-0.048,-0.038,-0.994,0.996
31.703,-0.047,-0.037,-0.993,0.995
31.713,-0.048,-0.038,-0.993,0.995
31.723,-0.046,-0.038,-0.994,0.996
31.733,-0.048,-0.038,-0.993,0.995
31.743,-0.048,-0.040,-0.992,0.994
31.753,-0.048,-0.039,-0.994,0.996
31.763,-0.049,-0.040,-0.993,0.995
31.773,-0.049,-0.038,-0.995,0.997
31.783,-0.049,-0.037,-0.994,0.996
31.793,-0.050,-0.036,-0.994,0.995
31.803,-0.050,-0.038,-0.994,0.996
31.813,-0.051,-0.039,-0.993,0.995
31.823,-0.051,-0.038,-0.993,0.995
31.833,-0.050,-0.039,-0.993,0.995
31.843,-0.050,-0.040,-0.993,0.995
31.853,-0.051,-0.040,-0.996,0.998
31.863,-0.049,-0.039,-0.994,0.996
31.873,-0.050,-0.038,-0.992,0.994
31.883,-0.049,-0.037,-0.992,0.994
31.893,-0.048,-0.036,-0.992,0.994
31.903,-0.049,-0.037,-0.992,0.994
31.913,-0.049,-0.038,-0.994,0.996
31.923,-0.049,-0.038,-0.994,0.996
31.933,-0.050,-0.039,-0.995,0.997
31.943,-0.050,-0.041,-0.994,0.996
31.953,-0.050,-0.041,-0.991,0.993
31.963,-0.050,-0.040,-0.992,0.994
31.973,-0.050,-0.039,-0.992,0.994
31.983,-0.050,-0.038,-0.993,0.995
31.993,-0.050,-0.038,-0.995,0.997
32.003,-0.049,-0.040,-0.993,0.995
32.013,-0.050,-0.037,-0.993,0.995
32.023,-0.050,-0.038,-0.994,0.996
32.033,-0.051,-0.038,-0.994,0.996
32.043,-0.050,-0.038,-0.993,0.995
32.053,-0.049,-0.038,-0.995,0.996
32.063,-0.049,-0.038,-0.993,0.995
32.073,-0.049,-0.038,-0.993,0.994
32.083,-0.050,-0.038,-0.995,0.997
32.093,-0.049,-0.040,-0.994,0.996
32.103,-0.048,-0.039,-0.994,0.996
32.113,-0.048,-0.038,-0.994,0.996
32.123,-0.049,-0.039,-0.994,0.996
32.133,-0.047,-0.040,-0.994,0.996
32.143,-0.048,-0.039,-0.993,0.995
32.153,-0.050,-0.038,-0.994,0.996
32.163,-0.050,-0.038,-0.993,0.995
32.173,-0.050,-0.038,-0.994,0.996
32.183,-0.049,-0.038,-0.995,0.997
32.193,-0.049,-0.037,-0.995,0.997
32.203,-0.049,-0.040,-0.993,0.995
32.213,-0.050,-0.039,-0.993,0.995
32.223,-0.050,-0.038,-0.995,0.997
32.233,-0.050,-0.038,-0.993,0.995
32.243,-0.051,-0.040,-0.992,0.994
32.252,-0.050,-0.039,-0.992,0.994
32.262,-0.050,-0.040,-0.994,0.996
32.272,-0.049,-0.039,-0.995,0.997
32.282,-0.050,-0.038,-0.993,0.995
32.292,-0.049,-0.038,-0.992,0.994
32.302,-0.049,-0.039,-0.994,0.996
32.313,-0.049,-0.038,-0.994,0.996
32.322,-0.049,-0.039,-0.994,0.996
32.332,-0.049,-0.038,-0.994,0.996
32.342,-0.048,-0.039,-0.993,0.995
32.353,-0.048,-0.039,-0.993,0.995
32.362,-0.049,-0.039,-0.993,0.995
32.372,-0.050,-0.038,-0.994,0.996
32.382,-0.049,-0.038,-0.996,0.998
32.392,-0.050,-0.039,-0.995,0.997
32.402,-0.050,-0.039,-0.993,0.995
32.412,-0.050,-0.038,-0.994,0.996
32.422,-0.051,-0.038,-0.993,0.995
32.432,-0.049,-0.038,-0.994,0.996
32.442,-0.050,-0.039,-0.994,0.996
32.452,-0.051,-0.038,-0.993,0.995
32.462,-0.050,-0.038,-0.992,0.994
32.472,-0.049,-0.038,-0.993,0.995
32.482,-0.050,-0.039,-0.994,0.996
32.492,-0.049,-0.038,-0.995,0.996
32.502,-0.048,-0.039,-0.993,0.995
32.512,-0.049,-0.039,-0.993,0.995
32.522,-0.049,-0.038,-0.994,0.996
32.532,-0.049,-0.038,-0.993,0.995
32.542,-0.048,-0.038,-0.995,0.996
32.552,-0.049,-0.036,-0.993,0.995
32.562,-0.049,-0.037,-0.993,0.995
32.572,-0.049,-0.038,-0.992,0.994
32.582,-0.050,-0.039,-0.995,0.997
32.592,-0.050,-0.038,-0.994,0.996
32.602,-0.049,-0.039,-0.994,0.996
32.612,-0.050,-0.040,-0.993,0.995
32.622,-0.050,-0.039,-0.993,0.995
32.632,-0.051,-0.039,-0.993,0.995
32.642,-0.050,-0.038,-0.993,0.995
32.652,-0.049,-0.039,-0.993,0.995
32.662,-0.050,-0.038,-0.993,0.995
32.672,-0.050,-0.037,-0.993,0.995
32.682,-0.050,-0.038,-0.995,0.997
32.692,-0.050,-0.037,-0.993,0.995
32.702,-0.049,-0.038,-0.993,0.995
32.712,-0.049,-0.038,-0.992,0.994
32.722,-0.049,-0.040,-0.993,0.995
32.732,-0.050,-0.040,-0.995,0.997
32.742,-0.049,-0.040,-0.994,0.996
32.752,-0.048,-0.039,-0.996,0.998
32.762,-0.048,-0.038,-0.995,0.997
32.772,-0.048,-0.038,-0.993,0.995
32.782,-0.049,-0.036,-0.993,0.995
32.792,-0.049,-0.036,-0.993,0.995
32.802,-0.050,-0.038,-0.994,0.996
32.812,-0.048,-0.038,-0.993,0.995
32.822,-0.050,-0.039,-0.994,0.996
32.832,-0.051,-0.038,-0.993,0.995
32.842,-0.050,-0.039,-0.993,0.995
32.852,-0.050,-0.040,-0.992,0.994
32.862,-0.050,-0.037,-0.993,0.995
32.872,-0.049,-0.037,-0.993,0.995
32.882,-0.051,-0.039,-0.993,0.995
32.892,-0.050,-0.038,-0.994,0.996
32.902,-0.050,-0.038,-0.994,0.996
32.912,-0.049,-0.038,-0.994,0.996
32.922,-0.050,-0.039,-0.992,0.994
32.932,-0.049,-0.038,-0.994,0.996
32.942,-0.049,-0.039,-0.993,0.995
32.952,-0.049,-0.039,-0.993,0.995
32.962,-0.049,-0.039,-0.993,0.995
32.972,-0.050,-0.038,-0.995,0.997
32.982,-0.050,-0.038,-0.994,0.996
32.992,-0.050,-0.037,-0.993,0.995
33.002,-0.050,-0.038,-0.993,0.995
33.012,-0.050,-0.037,-0.992,0.994
33.021,-0.050,-0.038,-0.993,0.995
33.031,-0.050,-0.039,-0.993,0.995
33.041,-0.051,-0.038,-0.993,0.995
33.051,-0.050,-0.038,-0.993,0.995
33.061,-0.051,-0.039,-0.994,0.996
33.071,-0.051,-0.040,-0.994,0.996
33.081,-0.050,-0.039,-0.993,0.995
33.091,-0.051,-0.038,-0.994,0.996
33.102,-0.049,-0.038,-0.992,0.994
33.111,-0.048,-0.038,-0.993,0.995
33.121,-0.050,-0.039,-0.992,0.994
33.131,-0.050,-0.038,-0.993,0.995
33.141,-0.048,-0.039,-0.993,0.995
33.151,-0.050,-0.039,-0.993,0.995
33.161,-0.049,-0.038,-0.993,0.995
33.171,-0.049,-0.038,-0.994,0.996
33.181,-0.049,-0.039,-0.994,0.996
33.191,-0.048,-0.038,-0.993,0.995
33.201,-0.049,-0.038,-0.992,0.994
33.211,-0.050,-0.039,-0.993,0.995
33.221,-0.049,-0.037,-0.993,0.995
33.231,-0.050,-0.038,-0.994,0.996
33.241,-0.049,-0.039,-0.994,0.996
33.251,-0.050,-0.039,-0.995,0.997
33.261,-0.050,-0.039,-0.994,0.996
33.271,-0.049,-0.038,-0.992,0.993
33.281,-0.049,-0.038,-0.993,0.995
33.291,-0.050,-0.039,-0.994,0.996
33.301,-0.051,-0.039,-0.994,0.996
33.311,-0.051,-0.039,-0.993,0.995
33.321,-0.050,-0.038,-0.994,0.995
33.331,-0.050,-0.038,-0.994,0.996
33.341,-0.050,-0.039,-0.993,0.995
33.351,-0.049,-0.039,-0.993,0.995
33.361,-0.050,-0.037,-0.992,0.994
33.371,-0.051,-0.038,-0.992,0.994
33.381,-0.049,-0.037,-0.993,0.995
33.391,-0.049,-0.038,-0.995,0.997
33.401,-0.051,-0.039,-0.993,0.995
33.411,-0.051,-0.039,-0.994,0.996
33.421,-0.051,-0.039,-0.993,0.995
33.431,-0.050,-0.038,-0.994,0.996
33.441,-0.049,-0.039,-0.993,0.995
33.451,-0.049,-0.039,-0.993,0.995
33.461,-0.050,-0.038,-0.995,0.997
33.471,-0.049,-0.039,-0.993,0.995
33.481,-0.050,-0.039,-0.993,0.995
33.491,-0.050,-0.039,-0.993,0.995
33.501,-0.050,-0.038,-0.993,0.995
33.511,-0.049,-0.038,-0.994,0.996
33.521,-0.049,-0.039,-0.994,0.996
33.531,-0.051,-0.037,-0.994,0.996
33.541,-0.050,-0.038,-0.994,0.996
33.551,-0.049,-0.039,-0.995,0.997
33.561,-0.050,-0.038,-0.994,0.996
33.571,-0.050,-0.038,-0.993,0.995
33.581,-0.048,-0.039,-0.995,0.997
33.591,-0.048,-0.038,-0.994,0.995
33.601,-0.049,-0.038,-0.993,0.995
33.611,-0.048,-0.037,-0.992,0.994
33.621,-0.048,-0.038,-0.994,0.996
33.631,-0.047,-0.039,-0.993,0.994
33.641,-0.049,-0.038,-0.994,0.995
33.651,-0.049,-0.039,-0.995,0.997
33.661,-0.049,-0.041,-0.993,0.996
33.671,-0.051,-0.039,-0.993,0.995
33.681,-0.050,-0.038,-0.992,0.994
33.691,-0.050,-0.039,-0.992,0.994
33.701,-0.050,-0.039,-0.993,0.995
33.711,-0.050,-0.039,-0.993,0.995
33.721,-0.051,-0.039,-0.992,0.994
33.731,-0.050,-0.039,-0.995,0.998
33.741,-0.052,-0.038,-0.994,0.996
33.750,-0.051,-0.039,-0.993,0.995
33.760,-0.050,-0.039,-0.993,0.995
33.770,-0.051,-0.037,-0.992,0.994
33.780,-0.050,-0.039,-0.992,0.994
33.790,-0.049,-0.038,-0.993,0.995
33.800,-0.049,-0.038,-0.992,0.994
33.810,-0.048,-0.037,-0.993,0.995
33.820,-0.049,-0.039,-0.993,0.995
33.830,-0.048,-0.038,-0.993,0.995
33.841,-0.049,-0.038,-0.994,0.996
33.850,-0.047,-0.038,-0.994,0.996
33.860,-0.048,-0.038,-0.993,0.995
33.870,-0.049,-0.038,-0.994,0.996
33.880,-0.048,-0.039,-0.993,0.994
33.890,-0.049,-0.039,-0.992,0.994
33.900,-0.050,-0.038,-0.992,0.994
33.910,-0.051,-0.039,-0.993,0.995
33.920,-0.051,-0.039,-0.993,0.995
33.930,-0.052,-0.040,-0.994,0.996
33.940,-0.051,-0.040,-0.994,0.996
33.950,-0.051,-0.039,-0.995,0.997
33.960,-0.051,-0.038,-0.994,0.996
33.970,-0.051,-0.039,-0.992,0.994
33.980,-0.050,-0.038,-0.991,0.993
33.990,-0.050,-0.038,-0.995,0.997
34.000,-0.049,-0.039,-0.994,0.996
34.010,-0.049,-0.038,-0.994,0.996
34.020,-0.048,-0.039,-0.994,0.996
34.030,-0.049,-0.040,-0.994,0.996
34.040,-0.048,-0.039,-0.993,0.995
34.050,-0.048,-0.038,-0.993,0.995
34.060,-0.047,-0.038,-0.992,0.994
34.070,-0.048,-0.038,-0.994,0.996
34.080,-0.048,-0.040,-0.994,0.996
34.090,-0.049,-0.037,-0.994,0.996
34.100,-0.049,-0.038,-0.993,0.995
34.110,-0.049,-0.039,-0.994,0.996
34.120,-0.050,-0.039,-0.992,0.994
34.130,-0.051,-0.040,-0.992,0.994
34.140,-0.051,-0.038,-0.994,0.996
34.150,-0.050,-0.039,-0.993,0.995
34.160,-0.051,-0.039,-0.993,0.995
34.170,-0.051,-0.039,-0.993,0.995
34.180,-0.050,-0.038,-0.994,0.996
34.190,-0.050,-0.039,-0.993,0.995
34.200,-0.049,-0.037,-0.993,0.995
34.210,-0.048,-0.038,-0.994,0.996
34.220,-0.048,-0.038,-0.993,0.995
34.230,-0.049,-0.039,-0.994,0.996
34.240,-0.048,-0.039,-0.993,0.995
34.250,-0.048,-0.037,-0.991,0.993
34.260,-0.048,-0.038,-0.992,0.994
34.270,-0.048,-0.039,-0.994,0.996
34.280,-0.048,-0.038,-0.995,0.997
34.290,-0.048,-0.038,-0.995,0.997
34.300,-0.050,-0.039,-0.993,0.996
34.310,-0.049,-0.039,-0.993,0.995
34.320,-0.050,-0.039,-0.993,0.995
34.330,-0.051,-0.040,-0.993,0.996
34.340,-0.050,-0.039,-0.993,0.995
34.350,-0.050,-0.040,-0.995,0.997
34.360,-0.052,-0.038,-0.993,0.995
34.370,-0.052,-0.039,-0.992,0.994
34.380,-0.051,-0.038,-0.992,0.994
34.390,-0.050,-0.038,-0.994,0.996
34.400,-0.049,-0.039,-0.993,0.995
34.410,-0.050,-0.038,-0.994,0.996
34.420,-0.051,-0.038,-0.996,0.998
34.430,-0.049,-0.039,-0.994,0.996
34.440,-0.048,-0.038,-0.992,0.994
34.450,-0.050,-0.039,-0.992,0.994
34.460,-0.049,-0.039,-0.993,0.995
34.469,-0.049,-0.039,-0.993,0.994
34.479,-0.049,-0.039,-0.993,0.995
34.489,-0.047,-0.038,-0.994,0.995
34.499,-0.048,-0.038,-0.994,0.996
34.509,-0.049,-0.039,-0.994,0.996
34.519,-0.049,-0.038,-0.994,0.995
34.529,-0.049,-0.038,-0.994,0.995
34.539,-0.050,-0.038,-0.993,0.995
34.549,-0.050,-0.039,-0.994,0.996
34.559,-0.050,-0.038,-0.994,0.996
34.569,-0.051,-0.040,-0.994,0.996
34.579,-0.051,-0.038,-0.993,0.995
34.589,-0.051,-0.038,-0.993,0.995
34.599,-0.050,-0.038,-0.995,0.997
34.609,-0.051,-0.039,-0.993,0.995
34.619,-0.051,-0.038,-0.993,0.995
34.629,-0.050,-0.039,-0.993,0.995
34.639,-0.051,-0.038,-0.993,0.995
34.649,-0.051,-0.038,-0.992,0.995
34.659,-0.049,-0.040,-0.994,0.996
34.669,-0.048,-0.040,-0.993,0.995
34.679,-0.049,-0.039,-0.993,0.995
34.689,-0.050,-0.038,-0.993,0.995
34.699,-0.048,-0.039,-0.994,0.996
34.709,-0.048,-0.037,-0.994,0.996
34.719,-0.048,-0.037,-0.993,0.995
34.729,-0.048,-0.038,-0.992,0.994
34.739,-0.049,-0.039,-0.993,0.995
34.749,-0.049,-0.039,-0.995,0.997
34.759,-0.049,-0.039,-0.993,0.995
34.769,-0.049,-0.039,-0.991,0.993
34.779,-0.050,-0.039,-0.993,0.995
34.789,-0.051,-0.039,-0.993,0.995
34.799,-0.050,-0.038,-0.993,0.995
34.809,-0.050,-0.037,-0.994,0.996
34.819,-0.050,-0.038,-0.993,0.995
34.829,-0.051,-0.038,-0.993,0.995
34.839,-0.051,-0.039,-0.993,0.995
34.849,-0.050,-0.039,-0.993,0.995
34.859,-0.050,-0.038,-0.994,0.996
34.869,-0.049,-0.040,-0.994,0.996
34.879,-0.048,-0.038,-0.995,0.997
34.889,-0.048,-0.038,-0.992,0.994
34.899,-0.048,-0.039,-0.993,0.995
34.909,-0.049,-0.039,-0.993,0.995
34.919,-0.050,-0.038,-0.994,0.996
34.929,-0.047,-0.038,-0.994,0.996
34.939,-0.048,-0.037,-0.994,0.996
34.949,-0.048,-0.039,-0.993,0.995
34.959,-0.050,-0.037,-0.994,0.996
34.969,-0.050,-0.038,-0.994,0.996
34.979,-0.050,-0.039,-0.993,0.995
34.989,-0.050,-0.040,-0.992,0.994
34.999,-0.051,-0.038,-0.994,0.996
35.009,-0.050,-0.040,-0.993,0.995
35.019,-0.050,-0.038,-0.993,0.995
35.029,-0.050,-0.039,-0.993,0.995
35.039,-0.050,-0.038,-0.994,0.996
