Gain = 1.06 dB
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
19331.242, 1.3180e-01, 2.2185e-01
18607.8024, 1.1560e-01, 2.5930e-01
17911.4363, 1.2054e-01, 2.5775e-01
17241.1306, 1.1242e-01, 2.4262e-01
16595.91, 1.0836e-01, 2.6646e-01
15974.8356, 1.0593e-01, 2.1337e-01
15377.004, 1.0669e-01, 2.9689e-01
14801.5452, 1.0231e-01, 2.4358e-01
14247.622, 1.0233e-01, 2.1772e-01
13714.4284, 1.0069e-01, 2.7524e-01
13201.1887, 9.2254e-02, 2.6121e-01
12707.1562, 9.5230e-02, 2.7326e-01
12231.612, 8.5326e-02, 3.0214e-01
11773.8643, 8.7571e-02, 2.8342e-01
11333.247, 9.2077e-02, 2.8390e-01
10909.1191, 8.4577e-02, 2.6192e-01
10500.8634, 7.7532e-02, 3.0599e-01
10107.8861, 9.3241e-02, 2.5223e-01
9729.61526, 8.7632e-02, 2.4238e-01
9365.50059, 8.7858e-02, 2.4018e-01
9015.0123, 7.6714e-02, 2.5057e-01
8677.64046, 6.0587e-02, 2.4285e-01
8352.8942, 7.6459e-02, 1.8349e-01
8040.30103, 7.5649e-02, 2.2110e-01
7739.40613, 7.5258e-02, 1.7980e-01
7449.77173, 7.6086e-02, 1.7601e-01
7170.97641, 7.6879e-02, 2.0035e-01
6902.61455, 6.4020e-02, 1.3228e-01
6644.29568, 7.1512e-02, 1.4797e-01
6395.64396, 6.5179e-02, 1.4637e-01
6156.29762, 7.4013e-02, 1.5893e-01
5925.90842, 8.7008e-02, 8.4273e-02
5704.14115, 5.4553e-02, 2.0924e-01
5490.67316, 7.8022e-02, 1.2474e-01
5285.19385, 7.4532e-02, 1.1853e-01
5087.40426, 6.7312e-02, 1.4061e-01
4897.01661, 7.4885e-02, 1.9994e-01
4713.75391, 8.3732e-02, 1.0592e-01
4537.34951, 5.2508e-02, 1.4995e-01
4367.54675, 6.3373e-02, 9.9576e-02
4204.09858, 4.4714e-02, 2.5686e-01
4046.76718, 6.8424e-02, 1.2583e-01
3895.32365, 8.1894e-02, 1.1849e-01
3749.54764, 6.4336e-02, 1.6728e-01
3609.22706, 6.5908e-02, 1.2592e-01
3474.15774, 6.8858e-02, 1.3228e-01
3344.14316, 3.2242e-02, 1.2528e-01
3218.99416, 6.5101e-02, 8.5128e-02
3098.52866, 6.0331e-02, 8.0731e-02
2982.57138, 4.5465e-02, 7.4374e-02
2870.95361, 5.8054e-02, 9.6380e-02
2763.51294, 7.3747e-02, 3.9854e-02
2660.09307, 5.5871e-02, 5.4340e-02
2560.54351, 7.0713e-02, 4.9666e-02
2464.71943, 3.9126e-02, 8.4025e-02
2372.4814, 9.8869e-02, 4.4394e-02
2283.69523, 6.1774e-02, 1.2197e-01
2198.23173, 5.5990e-02, 1.3596e-01
2115.96657, 7.5092e-02, -1.6140e-02
2036.78004, 5.9145e-02, 2.8741e-02
1960.55693, 2.8523e-02, 7.0147e-02
1887.18635, 6.6053e-02, -5.9417e-02
1816.56154, 9.9201e-02, -1.1815e-01
1748.57974, 9.0142e-02, -8.6571e-03
1683.14206, 5.3191e-02, 4.9163e-02
1620.15326, 5.4317e-02, 5.9443e-02
1559.52172, 6.6612e-02, 1.4832e-01
1501.15921, 5.1779e-02, 1.6159e-01
1444.98083, 9.4208e-02, -1.5689e-01
1390.90482, 6.8767e-02, 5.1991e-02
1338.85252, 7.6206e-02, 2.2440e-01
1288.74819, 8.4927e-02, -1.6559e-03
1240.51894, 1.1548e-01, -1.9427e-02
1194.09458, 8.1825e-02, 1.2050e-01
1149.40758, 8.4376e-02, 6.9329e-03
1106.39291, 8.3954e-02, -2.2916e-01
1064.98799, 9.0370e-03, 1.6169e-01
1025.13259, 1.0125e-01, -9.6548e-02
986.768707, 1.7090e-02, 2.3218e-01
949.840529, 1.4064e-01, -1.4975e-01
914.294327, -4.8916e-03, 4.0189e-02
880.078383, 5.9873e-02, 1.4062e-01
847.142913, 1.1560e-01, -1.1388e-01
815.439998, 1.6091e-01, -3.3997e-01
784.923512, 8.1099e-02, 1.1258e-01
755.549055, 2.1538e-03, 9.1223e-02
727.273889, 2.5416e-02, 2.7507e-01
700.056873, 8.2704e-04, 2.5111e-01
673.858409, 1.0936e-01, -8.5215e-02
648.640378, 1.2628e-01, 1.0040e-02
624.366091, 6.7048e-03, 2.4309e-01
601.000228, 1.3981e-02, -3.5884e-03
578.508794, 4.3321e-02, 1.3744e-01
556.859065, 6.7066e-02, -1.8161e-01
536.019541, -5.0622e-02, 1.7614e-01
515.959901, 7.1907e-02, -9.1702e-03
496.65096, 2.0528e-02, 2.8363e-01
478.064623, 7.3410e-02, 8.3721e-02
460.17385, 5.5640e-02, -3.3290e-01
442.952609, -1.3705e-02, 3.6273e-01
426.375844, 1.2471e-01, -1.4142e-01
410.419437, 3.0187e-02, 1.0270e-01
395.060173, 1.2090e-01, -9.7218e-02
380.275703, -4.5788e-02, 2.3906e-01
366.044517, -5.3276e-02, 6.2159e-01
352.34591, -9.7445e-02, 5.0260e-01
339.15995, -4.4534e-03, 3.7099e-01
326.467453, 1.9230e-02, 2.8769e-01
314.249951, 5.7470e-02, -4.0201e-02
302.48967, -6.8423e-02, 6.6901e-01
291.169497, 7.3280e-02, -4.5367e-02
280.272963, 7.8727e-02, -3.3729e-01
269.784213, 1.5655e-02, -1.9382e-01
259.687988, 1.1973e-02, 6.9321e-01
249.969597, 6.0281e-02, -1.9861e-01
240.6149, 2.6509e-02, -6.7756e-02
231.610288, -1.3816e-03, -1.6091e-01
222.942658, 1.0623e-01, -6.6660e-02
214.5994, 7.1991e-02, -5.4700e-02
206.568374, -3.5108e-02, 5.0139e-01
198.837896, -2.2704e-02, -1.1813e-02
191.396719, 1.5854e-02, -2.4437e-01
184.234015, -3.5691e-02, 1.3343e-01
177.339363, 1.4313e-01, -2.4815e-01
170.702732, 1.4989e-01, -6.4601e-01
164.314467, 1.9909e-01, -1.7360e-01
158.165271, 6.3659e-03, -2.3673e-02
152.246199, 4.2360e-02, -1.3790e-01
146.548638, -4.0185e-02, 4.1388e-01
141.064299, 4.4152e-02, -7.3369e-02
135.785202, 2.2105e-01, -4.9587e-01
130.703667, 1.4988e-01, -1.9908e-01
125.812299, 9.5533e-02, -3.1691e-01
121.103983, 4.1706e-02, 1.3162e-01
116.571868, -1.8745e-02, -3.1125e-03
112.20936, 1.3250e-01, -2.4639e-01
108.010111, 5.7109e-02, -1.4598e-01
103.968012, -2.2787e-02, 4.5027e-01
100.077182, -6.7209e-02, 3.5471e-01
96.3319603, 9.8598e-02, -3.3590e-01
92.7268969, 1.4033e-01, -6.1606e-01
89.256747, 2.9519e-02, 1.4052e-01
85.9164617, 5.6609e-02, 8.8755e-02
82.701181, -4.8515e-02, 1.6582e-01
79.6062269, 1.0115e-01, -4.0751e-01
76.6270962, 1.0858e-02, -5.8854e-02
73.7594546, 1.0280e-01, -1.0077e-01
70.9991297, -1.5850e-02, 9.6508e-02
