
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
5.80828047e+02, 2.4221e+00, 5.0712e-02
5.63503873e+02, 2.4223e+00, 2.4978e-02
5.46696422e+02, 2.4149e+00, 1.1207e-02
5.30390282e+02, 2.4280e+00, -3.6684e-02
5.14570500e+02, 2.4388e+00, -2.5732e-02
4.99222569e+02, 2.4401e+00, -2.9229e-02
4.84332416e+02, 2.4175e+00, 6.5806e-02
4.69886387e+02, 2.4384e+00, 2.7537e-02
4.55871235e+02, 2.4232e+00, -7.9553e-02
4.42274109e+02, 2.4376e+00, -3.2172e-02
4.29082540e+02, 2.4434e+00, 3.0911e-02
4.16284431e+02, 2.4354e+00, -3.4669e-02
4.03868048e+02, 2.4150e+00, 8.4698e-03
3.91822004e+02, 2.4317e+00, 8.6510e-02
3.80135254e+02, 2.4488e+00, -8.0165e-02
3.68797080e+02, 2.4154e+00, -1.8637e-02
3.57797087e+02, 2.4171e+00, -3.2861e-02
3.47125187e+02, 2.4408e+00, 5.9785e-02
3.36771594e+02, 2.4242e+00, 1.6458e-02
3.26726815e+02, 2.4193e+00, 7.2289e-02
3.16981638e+02, 2.4141e+00, -1.6340e-02
3.07527128e+02, 2.4214e+00, 7.5727e-02
2.98354614e+02, 2.4010e+00, 6.6242e-02
2.89455686e+02, 2.4279e+00, -6.5279e-03
2.80822183e+02, 2.4165e+00, -6.0973e-02
2.72446189e+02, 2.4313e+00, 2.1987e-02
2.64320023e+02, 2.4166e+00, -6.4454e-02
2.56436234e+02, 2.4288e+00, 1.7789e-02
2.48787592e+02, 2.4232e+00, 5.7390e-02
2.41367083e+02, 2.4385e+00, 8.5632e-02
2.34167904e+02, 2.4060e+00, 7.1292e-02
2.27183453e+02, 2.4297e+00, -1.1746e-01
2.20407324e+02, 2.4496e+00, 1.5538e-02
2.13833305e+02, 2.4208e+00, 7.3856e-02
2.07455367e+02, 2.4237e+00, -1.6644e-02
2.01267661e+02, 2.4093e+00, -2.4855e-02
1.95264515e+02, 2.4311e+00, 6.6893e-02
1.89440422e+02, 2.4176e+00, 1.2015e-02
1.83790043e+02, 2.4379e+00, 1.4375e-03
1.78308196e+02, 2.4374e+00, -1.3124e-03
1.72989854e+02, 2.4357e+00, 4.7107e-02
1.67830141e+02, 2.4160e+00, 9.6502e-02
1.62824324e+02, 2.4277e+00, -4.1452e-02
1.57967815e+02, 2.4364e+00, -2.2472e-02
1.53256159e+02, 2.4179e+00, 3.4217e-02
1.48685037e+02, 2.4412e+00, 5.5810e-02
1.44250255e+02, 2.4259e+00, 4.7130e-03
1.39947749e+02, 2.4234e+00, 6.5587e-02
1.35773572e+02, 2.4313e+00, 5.5857e-02
1.31723897e+02, 2.4117e+00, -2.1202e-02
1.27795010e+02, 2.4295e+00, 2.5146e-02
1.23983309e+02, 2.4195e+00, 2.3041e-03
1.20285298e+02, 2.4265e+00, -5.7943e-02
1.16697587e+02, 2.4147e+00, -1.1682e-02
1.13216885e+02, 2.4318e+00, -1.3514e-02
1.09840001e+02, 2.4313e+00, 1.0965e-01
1.06563838e+02, 2.4180e+00, -8.3983e-02
1.03385392e+02, 2.4514e+00, -4.6660e-03
1.00301749e+02, 2.4168e+00, -1.9639e-02
9.73100807e+01, 2.4330e+00, -4.1089e-03
9.44076438e+01, 2.4447e+00, -6.1399e-02
9.15917770e+01, 2.4299e+00, -2.7312e-02
8.88598982e+01, 2.4195e+00, -8.3212e-02
8.62095023e+01, 2.4227e+00, -1.3318e-01
8.36381589e+01, 2.4213e+00, -4.9611e-02
8.11435101e+01, 2.4159e+00, 1.8929e-02
7.87232684e+01, 2.4236e+00, -1.9200e-02
7.63752145e+01, 2.4454e+00, -1.7487e-02
7.40971953e+01, 2.4286e+00, 2.4790e-03
7.18871218e+01, 2.4321e+00, -2.9029e-02
6.97429675e+01, 2.4255e+00, -5.8525e-02
6.76627662e+01, 2.4131e+00, 6.2224e-02
6.56446103e+01, 2.4191e+00, 2.3287e-02
6.36866494e+01, 2.4143e+00, -4.3912e-02
6.17870880e+01, 2.4218e+00, -9.0187e-03
5.99441842e+01, 2.4322e+00, -8.1524e-03
5.81562480e+01, 2.4162e+00, -8.0297e-02
5.64216401e+01, 2.4286e+00, 6.7781e-02
5.47387698e+01, 2.4244e+00, -7.4768e-03
5.31060939e+01, 2.4421e+00, 9.3794e-02
5.15221153e+01, 2.4274e+00, -3.9625e-02
4.99853816e+01, 2.4363e+00, 6.4289e-02
4.84944835e+01, 2.4035e+00, 5.2989e-02
4.70480539e+01, 2.4148e+00, 8.0496e-03
4.56447666e+01, 2.4305e+00, 8.8870e-02
4.42833347e+01, 2.4308e+00, -5.6662e-02
4.29625097e+01, 2.4192e+00, -8.5565e-03
4.16810806e+01, 2.4169e+00, 3.4101e-02
4.04378723e+01, 2.4168e+00, -8.6113e-02
3.92317447e+01, 2.4261e+00, -3.9406e-02
3.80615919e+01, 2.4292e+00, -8.9984e-02
3.69263409e+01, 2.4257e+00, -1.0706e-01
3.58249507e+01, 2.4333e+00, -7.6260e-03
3.47564113e+01, 2.4433e+00, -3.7943e-02
3.37197429e+01, 2.4365e+00, 1.7040e-02
3.27139948e+01, 2.4335e+00, -5.6485e-02
3.17382449e+01, 2.4248e+00, 2.2868e-02
3.07915983e+01, 2.4229e+00, 2.7082e-02
2.98731871e+01, 2.4256e+00, 1.3680e-02
2.89821691e+01, 2.4236e+00, 4.9724e-03
2.81177271e+01, 2.4254e+00, -3.9574e-02
2.72790686e+01, 2.4372e+00, -7.7327e-02
2.64654245e+01, 2.4369e+00, 8.5617e-03
2.56760487e+01, 2.4330e+00, 9.3073e-03
2.49102174e+01, 2.4318e+00, -4.4098e-02
2.41672282e+01, 2.4355e+00, -1.1555e-02
2.34464000e+01, 2.4309e+00, -2.2504e-02
2.27470717e+01, 2.4098e+00, -8.0231e-02
2.20686020e+01, 2.4356e+00, 1.6797e-02
2.14103688e+01, 2.4242e+00, -1.0956e-01
2.07717686e+01, 2.4291e+00, -4.4802e-02
2.01522156e+01, 2.4361e+00, -6.8571e-02
1.95511419e+01, 2.4311e+00, -9.5255e-03
1.89679962e+01, 2.4343e+00, 3.0714e-02
1.84022438e+01, 2.4285e+00, -3.8816e-02
1.78533659e+01, 2.4410e+00, 2.2707e-02
1.73208593e+01, 2.4346e+00, -5.5057e-03
1.68042355e+01, 2.4328e+00, 4.1053e-02
