
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.20750053e+03, 4.5433e+00, 3.8985e-03
1.17412230e+03, 4.5384e+00, 1.4703e-02
1.14166672e+03, 4.5347e+00, 4.2288e-02
1.11010830e+03, 4.5258e+00, 8.9503e-02
1.07942223e+03, 4.5360e+00, -5.6468e-05
1.04958439e+03, 4.5365e+00, 4.7730e-02
1.02057135e+03, 4.5409e+00, 6.9459e-02
9.92360294e+02, 4.5383e+00, -1.0029e-01
9.64929061e+02, 4.5406e+00, 1.6881e-02
9.38256093e+02, 4.5371e+00, -1.8178e-02
9.12320431e+02, 4.5463e+00, 1.5737e-02
8.87101693e+02, 4.5439e+00, -5.6574e-04
8.62580061e+02, 4.5245e+00, 2.3071e-02
8.38736267e+02, 4.5339e+00, -2.8727e-02
8.15551573e+02, 4.5330e+00, 5.4753e-03
7.93007759e+02, 4.5335e+00, 2.3982e-02
7.71087111e+02, 4.5328e+00, 3.4989e-02
7.49772403e+02, 4.5484e+00, 8.6258e-03
7.29046884e+02, 4.5431e+00, 2.8052e-02
7.08894269e+02, 4.5380e+00, 1.5535e-02
6.89298721e+02, 4.5338e+00, -5.4577e-02
6.70244841e+02, 4.5446e+00, 1.9423e-02
6.51717656e+02, 4.5401e+00, 2.2061e-02
6.33702608e+02, 4.5251e+00, 1.2277e-02
6.16185538e+02, 4.5288e+00, 5.6224e-02
5.99152683e+02, 4.5324e+00, -3.0309e-03
5.82590657e+02, 4.5420e+00, 3.3630e-02
5.66486446e+02, 4.5271e+00, 2.3471e-02
5.50827393e+02, 4.5398e+00, 3.3011e-02
5.35601195e+02, 4.5453e+00, 4.1165e-02
5.20795886e+02, 4.5328e+00, -8.6629e-03
5.06399831e+02, 4.5363e+00, -1.8043e-03
4.92401717e+02, 4.5270e+00, 9.2723e-02
4.78790546e+02, 4.5441e+00, 2.3148e-02
4.65555620e+02, 4.5493e+00, -2.6927e-02
4.52686539e+02, 4.5225e+00, -1.5885e-02
4.40173191e+02, 4.5291e+00, 7.2135e-02
4.28005742e+02, 4.5387e+00, 1.3189e-02
4.16174630e+02, 4.5246e+00, 1.6761e-02
4.04670559e+02, 4.5261e+00, 4.7205e-02
3.93484488e+02, 4.5291e+00, -1.0304e-01
3.82607628e+02, 4.5377e+00, 1.4542e-02
3.72031429e+02, 4.5449e+00, 3.1275e-02
3.61747583e+02, 4.5544e+00, 1.3674e-02
3.51748007e+02, 4.5342e+00, 4.2986e-02
3.42024843e+02, 4.5411e+00, -6.6694e-02
3.32570451e+02, 4.5231e+00, -7.6396e-02
3.23377401e+02, 4.5247e+00, -5.4629e-03
3.14438470e+02, 4.5316e+00, -6.1207e-02
3.05746632e+02, 4.5408e+00, -4.4549e-02
2.97295057e+02, 4.5592e+00, 2.3556e-02
2.89077104e+02, 4.5493e+00, -2.7612e-02
2.81086316e+02, 4.5316e+00, -7.5614e-03
2.73316411e+02, 4.5393e+00, 5.5837e-03
2.65761286e+02, 4.5407e+00, -3.8471e-02
2.58415003e+02, 4.5344e+00, 1.0091e-01
2.51271789e+02, 4.5301e+00, -3.3164e-02
2.44326030e+02, 4.5349e+00, -2.8229e-02
2.37572269e+02, 4.5379e+00, 5.5575e-02
2.31005198e+02, 4.5288e+00, -2.6696e-02
2.24619657e+02, 4.5402e+00, -3.8943e-02
2.18410628e+02, 4.5449e+00, -3.0281e-03
2.12373231e+02, 4.5487e+00, 1.6234e-02
2.06502723e+02, 4.5430e+00, 9.5150e-03
2.00794489e+02, 4.5395e+00, 8.3746e-02
1.95244045e+02, 4.5359e+00, 7.0515e-02
1.89847028e+02, 4.5303e+00, -1.1359e-02
1.84599198e+02, 4.5386e+00, 6.6113e-03
1.79496431e+02, 4.5343e+00, 5.0416e-02
1.74534717e+02, 4.5384e+00, 5.5505e-02
1.69710156e+02, 4.5289e+00, 3.9170e-02
1.65018958e+02, 4.5208e+00, 6.3639e-02
1.60457435e+02, 4.5338e+00, -9.4534e-03
1.56022005e+02, 4.5570e+00, -5.6424e-02
1.51709180e+02, 4.5380e+00, 1.0042e-02
1.47515572e+02, 4.5241e+00, -1.1212e-02
1.43437886e+02, 4.5345e+00, -7.9221e-02
1.39472917e+02, 4.5338e+00, -3.3239e-02
1.35617549e+02, 4.5372e+00, -3.4523e-02
1.31868752e+02, 4.5345e+00, -5.0450e-02
1.28223582e+02, 4.5404e+00, -3.7803e-02
