
Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.14503596e+04, 6.0719e+00, -1.2050e+02
1.12207895e+04, 6.6434e+00, -1.1568e+02
1.09958221e+04, 7.1679e+00, -1.1044e+02
1.07753652e+04, 7.6250e+00, -1.0489e+02
1.05593282e+04, 7.9994e+00, -9.8992e+01
1.03476225e+04, 8.2871e+00, -9.2909e+01
1.01401614e+04, 8.4741e+00, -8.6738e+01
9.93685969e+03, 8.5560e+00, -8.0711e+01
9.73763401e+03, 8.5487e+00, -7.4809e+01
9.54240264e+03, 8.4544e+00, -6.9182e+01
9.35108550e+03, 8.2989e+00, -6.3957e+01
9.16360411e+03, 8.0836e+00, -5.9094e+01
8.97988156e+03, 7.8307e+00, -5.4731e+01
8.79984249e+03, 7.5540e+00, -5.0742e+01
8.62341305e+03, 7.2621e+00, -4.7169e+01
8.45052088e+03, 6.9647e+00, -4.3954e+01
8.28109504e+03, 6.6633e+00, -4.1052e+01
8.11506606e+03, 6.3721e+00, -3.8407e+01
7.95236581e+03, 6.0876e+00, -3.6100e+01
7.79292757e+03, 5.8049e+00, -3.3942e+01
7.63668593e+03, 5.5462e+00, -3.2021e+01
7.48357680e+03, 5.2933e+00, -3.0270e+01
7.33353738e+03, 5.0514e+00, -2.8698e+01
7.18650613e+03, 4.8207e+00, -2.7208e+01
7.04242273e+03, 4.5907e+00, -2.5931e+01
6.90122808e+03, 4.3763e+00, -2.4672e+01
6.76286427e+03, 4.1844e+00, -2.3562e+01
6.62727453e+03, 3.9846e+00, -2.2493e+01
6.49440325e+03, 3.8032e+00, -2.1526e+01
6.36419593e+03, 3.6346e+00, -2.0638e+01
6.23659916e+03, 3.4675e+00, -1.9809e+01
6.11156059e+03, 3.3165e+00, -1.9006e+01
5.98902895e+03, 3.1706e+00, -1.8307e+01
5.86895396e+03, 3.0219e+00, -1.7584e+01
5.75128637e+03, 2.8890e+00, -1.6928e+01
5.63597792e+03, 2.7577e+00, -1.6341e+01
5.52298130e+03, 2.6395e+00, -1.5800e+01
5.41225017e+03, 2.5336e+00, -1.5245e+01
5.30373911e+03, 2.4233e+00, -1.4712e+01
5.19740361e+03, 2.3112e+00, -1.4220e+01
5.09320004e+03, 2.2227e+00, -1.3790e+01
4.99108566e+03, 2.1212e+00, -1.3388e+01
4.89101860e+03, 2.0362e+00, -1.2903e+01
4.79295779e+03, 1.9428e+00, -1.2573e+01
4.69686302e+03, 1.8708e+00, -1.2183e+01
4.60269487e+03, 1.7908e+00, -1.1870e+01
4.51041471e+03, 1.7140e+00, -1.1409e+01
4.41998469e+03, 1.6415e+00, -1.1066e+01
4.33136772e+03, 1.5736e+00, -1.0818e+01
4.24452744e+03, 1.5026e+00, -1.0550e+01
4.15942823e+03, 1.4449e+00, -1.0180e+01
4.07603520e+03, 1.3880e+00, -9.9219e+00
3.99431412e+03, 1.3361e+00, -9.7014e+00
3.91423149e+03, 1.2687e+00, -9.4018e+00
3.83575444e+03, 1.2129e+00, -9.1803e+00
3.75885079e+03, 1.1727e+00, -8.9625e+00
3.68348900e+03, 1.1115e+00, -8.6910e+00
3.60963814e+03, 1.0724e+00, -8.5528e+00
3.53726793e+03, 1.0431e+00, -8.2209e+00
3.46634869e+03, 9.9126e-01, -8.0445e+00
3.39685131e+03, 9.4778e-01, -7.8792e+00
3.32874730e+03, 9.2958e-01, -7.7264e+00
3.26200872e+03, 8.9032e-01, -7.4765e+00
3.19660819e+03, 8.5016e-01, -7.3150e+00
3.13251889e+03, 8.1236e-01, -7.1284e+00
3.06971452e+03, 7.8032e-01, -6.9124e+00
3.00816933e+03, 7.5729e-01, -6.7054e+00
2.94785806e+03, 7.2273e-01, -6.6675e+00
2.88875599e+03, 6.7954e-01, -6.4482e+00
2.83083886e+03, 6.5499e-01, -6.3427e+00
2.77408293e+03, 6.4141e-01, -6.1081e+00
2.71846490e+03, 6.1214e-01, -5.9494e+00
2.66396196e+03, 5.8508e-01, -5.8492e+00
2.61055177e+03, 5.6227e-01, -5.7655e+00
2.55821240e+03, 5.4174e-01, -5.6069e+00
2.50692240e+03, 5.2180e-01, -5.4591e+00
2.45666071e+03, 5.0574e-01, -5.4306e+00
2.40740673e+03, 4.7757e-01, -5.2573e+00
2.35914025e+03, 4.6108e-01, -5.1490e+00
2.31184148e+03, 4.4455e-01, -5.0289e+00
2.26549100e+03, 4.3339e-01, -4.8472e+00
2.22006981e+03, 4.1330e-01, -4.9236e+00
2.17555928e+03, 3.9832e-01, -4.6534e+00
2.13194115e+03, 3.8549e-01, -4.5909e+00
2.08919752e+03, 3.7266e-01, -4.4716e+00
2.04731087e+03, 3.4798e-01, -4.3949e+00
2.00626401e+03, 3.5321e-01, -4.2994e+00
1.96604010e+03, 3.1622e-01, -4.2512e+00
1.92662265e+03, 3.1721e-01, -4.0180e+00
1.88799549e+03, 3.0544e-01, -4.0433e+00
1.85014277e+03, 3.0314e-01, -3.9625e+00
1.81304897e+03, 2.9302e-01, -3.9062e+00
1.77669886e+03, 2.7289e-01, -3.7241e+00
1.74107754e+03, 2.6968e-01, -3.7236e+00
1.70617040e+03, 2.5553e-01, -3.6259e+00
1.67196312e+03, 2.4739e-01, -3.5998e+00
1.63844167e+03, 2.4165e-01, -3.4922e+00
1.60559229e+03, 2.4164e-01, -3.3931e+00
1.57340152e+03, 2.2807e-01, -3.3244e+00
1.54185614e+03, 2.1529e-01, -3.2346e+00
1.51094322e+03, 2.0415e-01, -3.1956e+00
1.48065008e+03, 1.8449e-01, -3.1602e+00
1.45096429e+03, 1.9424e-01, -3.0600e+00
1.42187368e+03, 1.9637e-01, -2.9708e+00
1.39336631e+03, 1.7696e-01, -2.9479e+00
1.36543049e+03, 1.7263e-01, -2.8660e+00
1.33805476e+03, 1.5766e-01, -2.8409e+00
1.31122788e+03, 1.5342e-01, -2.7718e+00
1.28493887e+03, 1.5178e-01, -2.6055e+00
1.25917693e+03, 1.5405e-01, -2.5700e+00
1.23393149e+03, 1.4399e-01, -2.5509e+00
1.20919220e+03, 1.3999e-01, -2.4848e+00
1.18494891e+03, 1.4387e-01, -2.4677e+00
1.16119169e+03, 1.2939e-01, -2.4368e+00
1.13791077e+03, 1.3514e-01, -2.4316e+00
1.11509662e+03, 1.3203e-01, -2.3649e+00
1.09273987e+03, 1.1252e-01, -2.2829e+00
1.07083135e+03, 1.1257e-01, -2.3404e+00
1.04936208e+03, 1.1456e-01, -2.1102e+00
1.02832326e+03, 1.1153e-01, -2.1246e+00
1.00770624e+03, 9.9107e-02, -2.0823e+00
9.87502580e+02, 1.0389e-01, -2.1385e+00
9.67703984e+02, 1.1036e-01, -2.0166e+00
9.48302334e+02, 9.8110e-02, -1.9404e+00
9.29289670e+02, 8.7528e-02, -1.9324e+00
9.10658194e+02, 9.2618e-02, -1.8464e+00
8.92400264e+02, 8.5822e-02, -1.9189e+00
8.74508389e+02, 1.0020e-01, -1.7498e+00
8.56975232e+02, 8.8688e-02, -1.8790e+00
8.39793600e+02, 9.3663e-02, -1.7347e+00
8.22956445e+02, 7.1510e-02, -1.7520e+00
8.06456861e+02, 7.8752e-02, -1.7422e+00
7.90288079e+02, 8.1688e-02, -1.6158e+00
7.74443468e+02, 8.0605e-02, -1.6333e+00
7.58916528e+02, 7.9534e-02, -1.4488e+00
7.43700891e+02, 8.0542e-02, -1.5357e+00
7.28790314e+02, 8.4539e-02, -1.5720e+00
7.14178681e+02, 8.7643e-02, -1.3729e+00
6.99860000e+02, 6.6662e-02, -1.3510e+00
6.85828396e+02, 8.4687e-02, -1.5063e+00
6.72078113e+02, 5.1907e-02, -1.4220e+00
6.58603513e+02, 7.2233e-02, -1.3463e+00
6.45399067e+02, 5.6391e-02, -1.3681e+00
6.32459358e+02, 5.8788e-02, -1.2899e+00
6.19779080e+02, 7.4471e-02, -1.2464e+00
6.07353031e+02, 6.6649e-02, -1.2259e+00
5.95176114e+02, 6.9778e-02, -1.1174e+00
5.83243334e+02, 6.5195e-02, -1.2460e+00
5.71549796e+02, 7.5630e-02, -1.1565e+00
5.60090704e+02, 7.3970e-02, -1.1420e+00
5.48861356e+02, 6.2869e-02, -1.1695e+00
5.37857148e+02, 5.2379e-02, -1.1206e+00
5.27073565e+02, 4.0116e-02, -1.0491e+00
5.16506183e+02, 4.7464e-02, -1.0865e+00
5.06150669e+02, 4.9557e-02, -1.0508e+00
4.96002774e+02, 4.0967e-02, -1.1287e+00
4.86058336e+02, 3.2555e-02, -1.0541e+00
4.76313275e+02, 6.3497e-02, -9.1249e-01
4.66763595e+02, 4.0472e-02, -1.0864e+00
